可发现物品,分类 3,分类1,分类2,分类（英文）,可发现物品（英文）,基础热议度,子分类,子分类 (关联）,展品主题,展品简介,所在地图,"所有特性 ",探索地图（汇总）,探索点,探索点溯源,探索点（英文）,热议度上限,特性效果,特性（颜色）,特殊说明,知识
瓦斯装置,,,,,,20,矮人装置,,奇幻,矮人是一个物尽其用的种族，他们甚至能巧妙利用剩饭剩菜的浓郁“风味”来搞一些又臭又实用的小发明。,焦土世界,,焦土世界,大矮人港,大矮人港 (https://www.notion.so/2372a3e2f917806b9708edad79a84ed6?pvs=21),,110,,,,💡💡💡💡💡
火之宝石,,,,,,52,矮人装置,,奇幻,"来自矮人绊倒的精制宝石，蕴含火焰的
力量",焦土世界,,焦土世界,,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,174,,,,💡💡💡💡
草之宝石,,,,,,54,矮人装置,,奇幻,来自矮人绊倒的精制宝石，蕴含自然的力量,焦土世界,,焦土世界,,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,178,,,,💡💡💡💡
水之宝石,,,,,,51,矮人装置,,奇幻,来自矮人绊倒的精制宝石，蕴含海洋的力量,焦土世界,,焦土世界,,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,172,,,,💡💡💡💡
消防马车,,,,,,12,奇幻世界遗物,,奇幻,传闻这种简陋的马车在王国与龙的战争中至关重要，但实际上好像没派上什么用场…,焦土世界,,焦土世界,浓烟草原,浓烟草原 (https://www.notion.so/2372a3e2f91780a784bbc18397ff326b?pvs=21),,94,,,,💡💡💡
恶魔之门,,,,,,27,奇幻世界遗物,,奇幻,这些门脾气古怪，而且无法用钥匙打开，想开门得回答一堆脑筋急转弯。,焦土世界,,焦土世界,雷诺神殿,雷诺神殿 (https://www.notion.so/2372a3e2f91780bab8cefadf26aa3dac?pvs=21),,124,,,,💡💡💡
武器圆桌,,,,,,18,奇幻世界遗物,,奇幻,坐在这张桌子前每位冒险者都是彼此的好伙伴，这与职业、水平还是手上的武器无关，众人平等。来吧，拿着这把剑!,焦土世界,,焦土世界,晦暗之城,晦暗之城 (https://www.notion.so/2372a3e2f9178053bac9d48ee450f8bd?pvs=21),,106,,,,💡
猫骑士雕像,,,,,,9,奇幻世界遗物,,奇幻,一队骑在猫背上的装甲哥布林骑兵,焦土世界,,焦土世界,传诵镇,传诵镇 (https://www.notion.so/2372a3e2f91780c4a491cfc23dae80e6?pvs=21),,88,,,,💡
火之晶矿,,,,,,10,矮人装置,,奇幻,在矮人半岛挖掘到的原矿。,焦土世界,,焦土世界,无穷矿洞,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,90,,,,💡💡💡
水之晶矿,,,,,,10,矮人装置,,奇幻,在矮人半岛挖掘到的原矿。,焦土世界,,焦土世界,无穷矿洞,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,90,,,,💡💡💡
草之晶矿,,,,,,10,矮人装置,,奇幻,在矮人半岛挖掘到的原矿。,焦土世界,,焦土世界,无穷矿洞,无穷矿洞 (https://www.notion.so/2372a3e2f917803bade6dd1ada7dcb30?pvs=21),,90,,,,💡💡💡
闪光晶矿,,,,,,10,矮人装置,,奇幻,在矮人半岛挖掘到的稀有原矿。,焦土世界,,焦土世界,颠倒镇,颠倒镇 (https://www.notion.so/2372a3e2f9178019aad6c62f6f3eb0bc?pvs=21),,90,,,,💡💡💡
独眼帽,,,,,,55,神话装备,,奇幻,多一只眼睛看得更清楚。,焦土世界,,焦土世界,巨魔之桥,巨魔之桥 (https://www.notion.so/2372a3e2f91780d88ae9ffd74d6288bf?pvs=21),,180,,,,💡💡
精灵神壶,,,,,,20,魔法珍品,,奇幻,加奶还要双倍糖，这算三个愿望吗?问问茶壶里的精灵吧。,焦土世界,,焦土世界,"仙灵谷, 积云森林","仙灵谷 (https://www.notion.so/2372a3e2f917800a8546c9631784e84b?pvs=21), 积云森林 (https://www.notion.so/2372a3e2f91780158dd8cb63059f8c1a?pvs=21)",,110,,,,💡💡
愚人宝箱,,,,,,30,魔法珍品,,奇幻,看起来像宝箱，打开来就不是了。陌生人不要随便乱摸，它怕生。,焦土世界,,焦土世界,菜鸟之翼,菜鸟之翼 (https://www.notion.so/2372a3e2f91780398220e3f2285d71bb?pvs=21),,130,,,,💡💡💡
王国之冠,,,,,,100,神话装备,,奇幻,别低头，王冠会掉。掉了就不能命令别人了。,焦土世界,,焦土世界,阴云山,阴云山 (https://www.notion.so/2372a3e2f91780acb45bfe312ce28602?pvs=21),,270,,,,💡💡
鸡图腾柱,,,,,,30,魔法珍品,,奇幻,这个神秘图腾受到了十一种秘制香料的祝福，蕴含的家禽之力足以让人疯狂咯咯叫,焦土世界,,焦土世界,雷诺神殿,雷诺神殿 (https://www.notion.so/2372a3e2f91780bab8cefadf26aa3dac?pvs=21),,130,,,,💡💡💡💡💡
黃金哥布林雕像,,,,,,24,魔法珍品,,奇幻,这座雕像，布林对黄金的狂热，其制作过程中使用了大量的黄金以及少量的哥布林。,焦土世界,,焦土世界,传诵镇,传诵镇 (https://www.notion.so/2372a3e2f91780c4a491cfc23dae80e6?pvs=21),,118,,,,💡💡💡
飞毯,,,,,,22,魔法珍品,,奇幻,专门为了走廊通道和短暂的空中旅行而设计。,焦土世界,,焦土世界,幻境集市,幻境集市 (https://www.notion.so/2372a3e2f91780ff8011eb07246853a1?pvs=21),,114,,,,💡💡💡💡💡
主角光环盔甲,,,,,,68,神话装备,,奇幻,一件传说级装备，穿上它死神都得绕着走。,焦土世界,,焦土世界,长途旅店,长途旅店 (https://www.notion.so/2372a3e2f91780b6ad63ea2493233cf5?pvs=21),,206,,,,💡💡
擂台王,,,,,,20,互动式展示品,,奇幻,这是一场“拳力的游戏”,焦土世界,,,工作坊,,,80,,,,💡💡
地下城跑酷迷宫,,,,,,60,互动式展示品,,奇幻,小心脚下，当然也要小心除了脚之外的部位。,焦土世界,,,工作坊,,,160,,,,💡💡💡
双面硬币,,,,,,22,魔法珍品,,奇幻,就像凡事都有两面性一样，硬币也通常有两个面，但是这两个面很少如此大相径庭,焦土世界,,焦土世界,传诵镇,传诵镇 (https://www.notion.so/2372a3e2f91780c4a491cfc23dae80e6?pvs=21),,114,,,,💡💡💡💡💡
暴速飞靴,,,,,,24,神话装备,,奇幻,穿这双靴子的时候记得系好鞋带，扣好扣子，它飞起来的时候可不管主人死活。,焦土世界,,焦土世界,"祈愿村, 颠倒镇","祈愿村 (https://www.notion.so/2372a3e2f917805f99b9d51627d743db?pvs=21), 颠倒镇 (https://www.notion.so/2372a3e2f9178019aad6c62f6f3eb0bc?pvs=21)",,118,,,,💡
诺尔之锤,,,,,,65,神话装备,,奇幻,诺尔是一名以锤术闻名的矮人战士。他在战场上所向披靡，在锻造装备时执着又疯狂，给墙上画框敲钉子的水平更是天下无双……,焦土世界,,焦土世界,暴怒熔炉,暴怒熔炉 (https://www.notion.so/2372a3e2f91780dba124d748ff77e2af?pvs=21),,200,,,,💡💡
鲁特宝琴,,,,,,57,神话装备,,奇幻,这件臭名昭著的乐器会让贪婪之人名利双收，只要他们够胆摸一摸那几根镶金的琴弦。不过从各种角度来说，这“听”起来都棒极了。,焦土世界,,焦土世界,醉哥酒馆,醉哥酒馆 (https://www.notion.so/2372a3e2f91780ea82c1f96c37dfac93?pvs=21),,184,,,,💡💡💡
唠叨巫师帽,,,,,,61,神话装备,,奇幻,一顶世界上最吵的帽子，能言善辩，遇事不慌，还能让佩戴者头顶上永远不得安宁。,焦土世界,,焦土世界,魔尊之巅,魔尊之巅 (https://www.notion.so/2372a3e2f917804ca44fc2c09e16d499?pvs=21),,192,,,,💡💡💡💡💡
哥布林,,,,,,,自然灵体,,超自然,哥布林们多才多艺，甚至自带一点迷人的小魅力，但他们最得心应手的技能还是找死。在送命这门艺术上，没人能比得上哥布林!,焦土世界,,焦土世界,上古战场,上古战场 (https://www.notion.so/2372a3e2f917807aa495e3e656b5cf3a?pvs=21),,,,,,💡💡
冰棍鱼,,,,,,,热带鱼类,热带鱼类 (https://www.notion.so/1df2a3e2f9178001bbdad1268c0b2f9f?pvs=21),海洋,,白骨带,,白骨带,阳沁河溪,阳沁河溪 (https://www.notion.so/2372a3e2f917800f8e98ca91b87496ca?pvs=21),,,,,,💡💡
狡猾蜥,,,,,,,热带鱼类,热带鱼类 (https://www.notion.so/1df2a3e2f9178001bbdad1268c0b2f9f?pvs=21),海洋,,白骨带,,白骨带,阳沁河溪,阳沁河溪 (https://www.notion.so/2372a3e2f917800f8e98ca91b87496ca?pvs=21),,,,,,💡💡
旅行鱼,,,,,,,热带鱼类,热带鱼类 (https://www.notion.so/1df2a3e2f9178001bbdad1268c0b2f9f?pvs=21),海洋,,白骨带,,白骨带,阳沁河溪,阳沁河溪 (https://www.notion.so/2372a3e2f917800f8e98ca91b87496ca?pvs=21),,,,,,💡💡💡
剑鱼,,,,,,,温带鱼类,,海洋,,焦土世界,,焦土世界,暴雨港,暴雨港 (https://www.notion.so/2372a3e2f917804e9ac9fd59b31cd82c?pvs=21),,,,,,💡💡
恶龙骨架,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,,白骨带,,焦土世界,阴云山,阴云山 (https://www.notion.so/2372a3e2f91780acb45bfe312ce28602?pvs=21),,,,,,💡💡
小恶龙骨架,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,,白骨带,,焦土世界,飞龙之路,飞龙之路 (https://www.notion.so/2372a3e2f917803a86b9ed2cf90d25b7?pvs=21),,,,,,💡
冰晶,,,,,,60,冰封珍品,冰封珍品 (https://www.notion.so/1df2a3e2f917801c911bdaac4217873b?pvs=21),史前,,白骨带,,白骨带,毛绒山峰,毛绒山峰 (https://www.notion.so/2372a3e2f917803ea5baf8b0d17efcb9?pvs=21),,190,,,,💡💡💡💡
囚藤毒蔓,,,,,,54,高山植物,,自然,,焦土世界,,焦土世界,积云森林,积云森林 (https://www.notion.so/2372a3e2f91780158dd8cb63059f8c1a?pvs=21),,178,,,,💡💡
鱼人,,,,,,,海怪,,海洋,,焦土世界,,焦土世界,崎岖之路,崎岖之路 (https://www.notion.so/2372a3e2f91780c2aef5d15f059e975f?pvs=21),,,,,,💡💡💡
巫术异典,,,,,,38,神器,,超自然,一本记载英雄之敌的古籍，同时总让人隐约想到奶酪,数码宇宙,,数码宇宙,锦钿书库,锦钿书库 (https://www.notion.so/28f2a3e2f91780ce92e2d17e87238678?pvs=21),,146,,,,💡💡💡
福音书,,,,,,41,神器,神器 (https://www.notion.so/28f2a3e2f9178080a67bd61071116f90?pvs=21),超自然,这本古籍的终章之后隐藏着秘密的一页，可为英雄突破极限,数码宇宙,,数码宇宙,大教堂,大教堂 (https://www.notion.so/28f2a3e2f917806d8efdd0a61f8547a0?pvs=21),,152,,,,💡💡💡
邪恶秘典,,,,,,38,神器,,超自然,,数码宇宙,,数码宇宙,锦钿书库,锦钿书库 (https://www.notion.so/28f2a3e2f91780ce92e2d17e87238678?pvs=21),,146,,,,💡💡💡
棺材,,,,,,19,神器,,超自然,,数码宇宙,,数码宇宙,大教堂,大教堂 (https://www.notion.so/28f2a3e2f917806d8efdd0a61f8547a0?pvs=21),,108,,,,💡
石面具,,,,,,14,神话装备,,奇幻,,数码宇宙,,数码宇宙,锦钿书库,锦钿书库 (https://www.notion.so/28f2a3e2f91780ce92e2d17e87238678?pvs=21),,98,,,,💡💡💡
菠菜,,,,,,10,神话装备,,奇幻,,数码宇宙,,数码宇宙,大教堂,大教堂 (https://www.notion.so/28f2a3e2f917806d8efdd0a61f8547a0?pvs=21),,90,,,,💡💡
大蒜,,,,,,20,神话装备,,奇幻,,数码宇宙,,数码宇宙,疯狂森林,疯狂森林 (https://www.notion.so/28f2a3e2f917800390b4f8c8c5abd59d?pvs=21),,110,,,,💡💡
圣徒水,,,,,,24,神话装备,,奇幻,,数码宇宙,,数码宇宙,大教堂,大教堂 (https://www.notion.so/28f2a3e2f917806d8efdd0a61f8547a0?pvs=21),,118,,,,💡💡💡
月桂,,,,,,28,神话装备,,奇幻,,数码宇宙,,数码宇宙,锦钿书库,锦钿书库 (https://www.notion.so/28f2a3e2f91780ce92e2d17e87238678?pvs=21),,126,,,,💡
四叶草,,,,,,12,神话装备,,奇幻,,数码宇宙,,数码宇宙,疯狂森林,疯狂森林 (https://www.notion.so/28f2a3e2f917800390b4f8c8c5abd59d?pvs=21),,94,,,,💡
折纹斑马,稀疏,"栖息地, 沙漠",草食,,,24,大型哺乳类,,野生动物,这种生物能靠身上的独特花纹干扰捕食者的深度知觉，让对方无法分辨它到底是离得很远，还是真的体型非常非常小。,远方群岛,,远方群岛,热界线,热界线 (https://www.notion.so/2bb2a3e2f9178035ae0fd9198472b24f?pvs=21),,118,,,,💡💡💡
蛇咬蛇,,"丛林, 生态箱",,,,12,爬行类,,野生动物,以前的探险家在探索丛林时，每次身上都会出现类似蛇咬的伤口，并且感到身体不适。结果发现罪魁祸首是灌木丛中隐藏的蛇……这就是这种蛇的名字由来。,远方群岛,,远方群岛,黏沼密林,黏沼密林 (https://www.notion.so/2bb2a3e2f917801296d2ca34a24106e1?pvs=21),,94,,,,💡💡
无骨蟾蜍,,"丛林, 生态箱",,,,12,爬行类,,野生动物,人们本来是从生物科学的角度为这种奇特的无脊椎动物命名的，但是野生动物爱好者们都觉得这名字还能形容它很胆小且没骨气，真是不错。,远方群岛,自然喜剧人 (https://www.notion.so/2c42a3e2f9178002a590f5811f4d9656?pvs=21),远方群岛,,远方丛林 (https://www.notion.so/2bb2a3e2f917808489d1d6004f4a7f68?pvs=21),,94,提升访客的娱乐度,自然喜剧人,,💡💡
银背连眉怪,,"丛林, 生态箱",,,,10,昆虫,,野生动物,白骨带的湿地中到处都是这些史前连眉巨怪的后代。,,无标题 (https://www.notion.so/2e82a3e2f917807fa723c0300896aef1?pvs=21),白骨带,,银背沼泽 (https://www.notion.so/2c42a3e2f91780e48fc2c99fc4783c45?pvs=21),,90,提升儿童吸引力，降低其他所有游客的环境评分,,,💡💡💡
小屋蜗牛,,"任意, 生态箱",,,,10,昆虫,,野生动物,背上超棒的外壳让这种生物可以在岛屿的各种气候中茁壮成长。如果能带着一间烟囱小屋四处行走，何处不能为家。,,,远方群岛,,黏沼密林 (https://www.notion.so/2bb2a3e2f917801296d2ca34a24106e1?pvs=21),,90,,,,💡💡💡
长弹簧鹿,稀疏,"栖息地, 沙漠",草食,,,30,大型哺乳类,,野生动物,这只超高的生物能靠伸缩自如的脖子寻找食物，甚至还能看到山的另一侧，不过也是为了寻找更多的食物。,,,远方群岛,,热界线 (https://www.notion.so/2bb2a3e2f9178035ae0fd9198472b24f?pvs=21),,130,,,,💡💡💡
食肉鹫,密集,"丛林, 栖息地",肉食,,,21,鸟类,,野生动物,热带雨林中的每一天都像一场派对，每一顿饭也像一场盛宴，毕竟这种生物什么都吃。,,"自然喜剧人 (https://www.notion.so/2c42a3e2f9178002a590f5811f4d9656?pvs=21), 被领养的动物 (https://www.notion.so/2e82a3e2f91780fbbca0cfd3a0428c46?pvs=21), 风流倜傥 (https://www.notion.so/2e82a3e2f917802384f4c57ef7405844?pvs=21), 人气动物 (https://www.notion.so/2e82a3e2f91780e0b2a8d0538b98e18d?pvs=21), 气人动物 (https://www.notion.so/2e82a3e2f91780e984a0dcfa0933d9ab?pvs=21), 弱不禁风 (https://www.notion.so/2e82a3e2f917809fa5c2e65d5546441d?pvs=21), 无标题 (https://www.notion.so/2e82a3e2f91780228be9ef21140b5789?pvs=21), 肠胃紊乱 (https://www.notion.so/2e82a3e2f917801e9540ee34247626d3?pvs=21), 小食量 (https://www.notion.so/2e82a3e2f9178043aa52c5b2079ad800?pvs=21), 平平无奇 (https://www.notion.so/2e82a3e2f91780d39a9fc61aa4970421?pvs=21), 老母亲 (https://www.notion.so/2e82a3e2f91780e7bc37c8bb2f2053ad?pvs=21), 模范生物 (https://www.notion.so/2e82a3e2f917801d9c6ef27d48b9a806?pvs=21), 怪异生物 (https://www.notion.so/2e82a3e2f91780e2a7fef2a454334c27?pvs=21), 健壮 (https://www.notion.so/2e82a3e2f91780e5aa74d514bfbb1be6?pvs=21), 失职父母 (https://www.notion.so/2e82a3e2f91780ac8fa2fdc86c86c3e4?pvs=21), 珍禽奇兽 (https://www.notion.so/2e82a3e2f917803f9860d3063182ab0b?pvs=21), 样本筛选（培育） (https://www.notion.so/1df2a3e2f917805880d7edb52e50f7d2?pvs=21), 无动于衷 (https://www.notion.so/2ec2a3e2f917804eba3fe6400e369be3?pvs=21), 适者生存主义者 (https://www.notion.so/2ec2a3e2f91780d5abece8a9192dbb6d?pvs=21), 肠胃稳定 (https://www.notion.so/2ec2a3e2f917803084fce6a82bc8a8c7?pvs=21)",远方群岛,,远方丛林 (https://www.notion.so/2bb2a3e2f917808489d1d6004f4a7f68?pvs=21),,112,"提升访客的娱乐度,通过动物领养菜单从野生动物部门领养的动物。,容易与配偶交配,专家进入饲育区后，幸福感将会提升,专家进入饲育区后，幸福感将会减少,健康度减少,厌恶动物粪便（对围栏清洁度要求极高）,不常产出动物排泄物,更不容易肚子饿。,降低热议度,少量提升同一饲育区中的幼崽健康度,提升访客的环境值,降低访客的环境值,健康度提升,少量减少同一饲育区中的幼崽健康度。,提升热议度  ,在博物馆里精心培育而成的完美生物，比其他生物价值更高,较难和配偶交配,不想和生病的动物在同一饲育区,更常产出动物排泄物","自然喜剧人,被领养的动物,风流倜傥,人气动物,气人动物,弱不禁风,肠胃紊乱,小食量,平平无奇,老母亲,模范生物,怪异生物,健壮,失职父母,珍禽奇兽,样本筛选（培育）,无动于衷,适者生存主义者,肠胃稳定",,💡💡💡
超音狼,稀疏,"栖息地, 洞穴",肉食,,,,犬科,,野生动物,　,,"特别访客加成 (https://www.notion.so/2c42a3e2f917804ca887ff94149ed192?pvs=21), 草食动物捕食者 (https://www.notion.so/2c42a3e2f91780a79293daee3cc65f13?pvs=21)",远方群岛,,远方洞穴 (https://www.notion.so/2c42a3e2f9178096bbbfea81e21796e9?pvs=21),,,"为吸血鬼类型的访客提供额外热议度(+5),偶尔会吃掉草食动物，慎重为其安排住处。","特别访客加成,草食动物捕食者",,
放屁虫,,"洞穴, 生态箱",,,,,昆虫,,野生动物,　,,自然的臭气 (https://www.notion.so/2c42a3e2f917804ea4f6f7ce93fde971?pvs=21),远方群岛,,远方洞穴 (https://www.notion.so/2c42a3e2f9178096bbbfea81e21796e9?pvs=21),,,会释放熏天的臭气，降低周围环境值。,自然的臭气,,
夜咬蛇,,"洞穴, 生态箱",,,,,爬行类,,野生动物,　,,,远方群岛,,荒野深渊 (https://www.notion.so/2c42a3e2f917808ab0bfe5bec3260aa3?pvs=21),,,,,,
月肚鼹鼠,,"洞穴, 生态箱",,,,,小型哺乳类,,野生动物,　,,自然喜剧人 (https://www.notion.so/2c42a3e2f9178002a590f5811f4d9656?pvs=21),远方群岛,,荒野深渊 (https://www.notion.so/2c42a3e2f917808ab0bfe5bec3260aa3?pvs=21),,,提升访客的娱乐度,自然喜剧人,,
滚石企鹅,空旷,"极地, 栖息地",肉食,,,,鸟类,,野生动物,　,,自然喜剧人 (https://www.notion.so/2c42a3e2f9178002a590f5811f4d9656?pvs=21),远方群岛,,冰川洼地 (https://www.notion.so/2c42a3e2f91780ba86d3fb1bba817b36?pvs=21),,,提升访客的娱乐度,自然喜剧人,,
方狐,密集,"极地, 栖息地",肉食,,,,犬科,,野生动物,　,,小型哺乳类动物捕食者 (https://www.notion.so/2e82a3e2f917808b8356f427e4883fb2?pvs=21),远方群岛,,远方悬崖 (https://www.notion.so/2c42a3e2f91780b68da7d470a13d8a72?pvs=21),,,偶尔会吃掉小型哺乳类动物，慎重为其安排住处。,小型哺乳类动物捕食者,,
雪球蛾,,"极地, 生态箱",,,,,昆虫,,野生动物,　,,,远方群岛,,石楠冻原 (https://www.notion.so/2c42a3e2f91780bc8e6ceff01b9341c7?pvs=21),,,,,,
霜咬蛇,,"极地, 生态箱",,,,,爬行类,,野生动物,　,,,远方群岛,,远方悬崖 (https://www.notion.so/2c42a3e2f91780b68da7d470a13d8a72?pvs=21),,,,,,
蓝刺猬,,"极地, 生态箱",,,,,小型哺乳类,,野生动物,　,,,远方群岛,,石楠冻原 (https://www.notion.so/2c42a3e2f91780bc8e6ceff01b9341c7?pvs=21),,,,,,
淡定水豚,任意,"任意, 栖息地",草食,,,,小型哺乳类,,野生动物,　,,自然喜剧人 (https://www.notion.so/2c42a3e2f9178002a590f5811f4d9656?pvs=21),远方群岛,,蜿蜒草甸 (https://www.notion.so/2c42a3e2f917805bbd9cc92f31ef7cf1?pvs=21),,,提升访客的娱乐度,自然喜剧人,,
宠物石,,"任意, 生态箱",,,,,爬行类,,野生动物,　,,,远方群岛,,随机事件 (https://www.notion.so/2c42a3e2f91780b1a6a8e4db57caac58?pvs=21),,,,,,
菜园龟,空旷,"栖息地, 草原",草食,,,,爬行类,,野生动物,　,,外壳 (https://www.notion.so/2e82a3e2f91780a8987ccaed9b0777ae?pvs=21),远方群岛,,远方绿地 (https://www.notion.so/2c42a3e2f917807b90e9d48333c924f6?pvs=21),,,通过坚硬或带刺的外壳保护自身不被吃掉,外壳,,
树皮土豚,稀疏,"栖息地, 草原",草食,,,,小型哺乳类,,野生动物,　,,,远方群岛,,蜿蜒草甸 (https://www.notion.so/2c42a3e2f917805bbd9cc92f31ef7cf1?pvs=21),,,,,,
鱼狮,稀疏,"栖息地, 草原",肉食,,,,猫科,,野生动物,　,,草食动物捕食者 (https://www.notion.so/2c42a3e2f91780a79293daee3cc65f13?pvs=21),远方群岛,,远方绿地 (https://www.notion.so/2c42a3e2f917807b90e9d48333c924f6?pvs=21),,,偶尔会吃掉草食动物，慎重为其安排住处。,草食动物捕食者,,
嗡嗡鸟,,"生态箱, 草原",,,,,鸟类,,野生动物,　,,,远方群岛,,孢子花园 (https://www.notion.so/2c42a3e2f91780f890b5d1ac38be208a?pvs=21),,,,,,
纸鹤,,"生态箱, 草原",,,,,鸟类,,野生动物,　,,天职保姆 (https://www.notion.so/2c42a3e2f91780d18995c980fdfebba8?pvs=21),远方群岛,,淘金河溪 (https://www.notion.so/2c42a3e2f91780bfb92eef5edaf7f10f?pvs=21),,,提升儿童的热议度,天职保姆,,
蛮牛蛙,,"生态箱, 草原",,,,,爬行类,,野生动物,　,,,远方群岛,,远方绿地 (https://www.notion.so/2c42a3e2f917807b90e9d48333c924f6?pvs=21),,,,,,
休战蛇,,"生态箱, 草原",,,,,爬行类,,野生动物,　,,,远方群岛,,淘金河溪 (https://www.notion.so/2c42a3e2f91780bfb92eef5edaf7f10f?pvs=21),,,,,,
彩环仓鼠,,"生态箱, 草原",,,,,小型哺乳类,,野生动物,　,,彩环 (https://www.notion.so/2c42a3e2f91780ccaa0bf919381d03d7?pvs=21),远方群岛,,孢子花园 (https://www.notion.so/2c42a3e2f91780f890b5d1ac38be208a?pvs=21),,,幼崽会混合父母双方的颜色。,彩环,,
眼影熊猫,密集,"丛林, 栖息地",草食,,,,熊科,,野生动物,　,,大自然饭桶 (https://www.notion.so/2c42a3e2f91780c696c4cf6edfa00f1c?pvs=21),远方群岛,,憨憨竹林 (https://www.notion.so/2c42a3e2f9178090b306c202566c3a3d?pvs=21),,,更容易肚子饿,大自然饭桶,,
猎头树熊,密集,"丛林, 栖息地",肉食,,,,熊科,,野生动物,　,,自然的优美 (https://www.notion.so/2c42a3e2f9178051855ee27c93f966e7?pvs=21),远方群岛,,吞没小径 (https://www.notion.so/2c42a3e2f91780caa404d36b7f8c44ff?pvs=21),,,提升访客的环境值,自然的优美,,
迷幻虎,密集,"丛林, 栖息地",肉食,,,,猫科,,野生动物,　,,,远方群岛,,吞没小径 (https://www.notion.so/2c42a3e2f91780caa404d36b7f8c44ff?pvs=21),,,,,,
随心龙,,"丛林, 生态箱",,,,,爬行类,,野生动物,　,,,远方群岛,,永雾森林 (https://www.notion.so/2c42a3e2f917807f99c3ce5f7aa80d4f?pvs=21),,,,,,
胡须蜥蜴,,"丛林, 生态箱",,,,,爬行类,,野生动物,　,,大自然幸存者 (https://www.notion.so/2c42a3e2f917802e813ed7c5d919029e?pvs=21),远方群岛,,永雾森林 (https://www.notion.so/2c42a3e2f917807f99c3ce5f7aa80d4f?pvs=21),,,自动觅食，不需要投放器。讲究的动物会自己带饭。,大自然幸存者,,
潇洒狮,稀疏,"栖息地, 沙漠",肉食,,,,猫科,,野生动物,　,,草食动物捕食者 (https://www.notion.so/2c42a3e2f91780a79293daee3cc65f13?pvs=21),远方群岛,,雄狮平原 (https://www.notion.so/2c42a3e2f91780818d4ae5e792bbfaed?pvs=21),,,偶尔会吃掉草食动物，慎重为其安排住处。,草食动物捕食者,,
疯癫鹳,稀疏,"栖息地, 沙漠",肉食,,,,鸟类,,野生动物,　,,腹泻的幽默 (https://www.notion.so/1d32a3e2f917808fa76dfe9c83aba966?pvs=21),远方群岛,,干旱草原 (https://www.notion.so/2c42a3e2f91780c183c8d661d7282d6c?pvs=21),,,好笑的惊吓方式，轻微影响肠胃舒适度,腹泻的幽默,,
飞机蜢,,"沙漠, 生态箱",,,,,昆虫,,野生动物,　,,,远方群岛,,干旱草原 (https://www.notion.so/2c42a3e2f91780c183c8d661d7282d6c?pvs=21),,,,,,
雨滴圣甲虫,,"沙漠, 生态箱",,,,,昆虫,,野生动物,　,,大自然幻象 (https://www.notion.so/2c42a3e2f91780adb388e10bbe6cabb3?pvs=21),远方群岛,,远方沙漠 (https://www.notion.so/2c42a3e2f9178017b2c5c38de5a3a34c?pvs=21),,,降低访客的喝饱度,大自然幻象,,
仙人掌花蝎,,"沙漠, 生态箱",,,,,昆虫,,野生动物,　,,,远方群岛,,远方沙漠 (https://www.notion.so/2c42a3e2f9178017b2c5c38de5a3a34c?pvs=21),,,,,,
阳咬蛇,,"沙漠, 生态箱",,,,,爬行类,,野生动物,　,,昆虫捕食者 (https://www.notion.so/2e82a3e2f9178015a4c7d9fb21a97bb0?pvs=21),远方群岛,,远方沙漠 (https://www.notion.so/2c42a3e2f9178017b2c5c38de5a3a34c?pvs=21),,,偶尔会食用昆虫类动物，注意其饲养环境的搭配,昆虫捕食者,,
金松露猪,稀疏,"栖息地, 洞穴",草食,,,,大型哺乳类,,野生动物,　,,无标题 (https://www.notion.so/2e82a3e2f917807fa723c0300896aef1?pvs=21),远方群岛,,荒野深渊 (https://www.notion.so/2c42a3e2f917808ab0bfe5bec3260aa3?pvs=21),,,提升儿童吸引力，降低其他所有游客的环境评分,,,
嗅嗅貘,稀疏,"丛林, 栖息地",草食,,,,大型哺乳类,,野生动物,　,,大自然饭桶 (https://www.notion.so/2c42a3e2f91780c696c4cf6edfa00f1c?pvs=21),远方群岛,,雄狮平原 (https://www.notion.so/2c42a3e2f91780818d4ae5e792bbfaed?pvs=21),,,更容易肚子饿,大自然饭桶,,
弹跳羚,空旷,"栖息地, 沙漠",草食,,,,大型哺乳类,,野生动物,　,,大自然电池 (https://www.notion.so/2c42a3e2f91780a19ff2c1ed10db4933?pvs=21),远方群岛,,雄狮平原 (https://www.notion.so/2c42a3e2f91780818d4ae5e792bbfaed?pvs=21),,,,大自然电池,,
跳跳衫毛羊,空旷,"极地, 栖息地",草食,,,,大型哺乳类,,野生动物,　,,天职保姆 (https://www.notion.so/2c42a3e2f91780d18995c980fdfebba8?pvs=21),远方群岛,,冷冽溪流 (https://www.notion.so/2c42a3e2f91780bb804fcc1ef90190da?pvs=21),,,提升儿童的热议度,天职保姆,,
